구분,과목코드,분반,과목명,시수,부문,강의실
전공선택,43100095,4,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(혁신제약임상연구동 308)"
전공선택,43100095,5,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(혁신제약임상연구동 320)"
전공선택,43100095,6,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(혁신제약임상연구동 318)"
전공선택,43100095,7,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(혁신제약임상연구동 420)"
전공선택,43100095,8,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(혁신제약임상연구동 208)"
전공선택,43100095,9,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(혁신제약임상연구동 219)"
전공선택,43100095,10,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(약학관 317)"
전공선택,43100095,11,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(약학관 314)"
전공선택,43100095,12,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(약학관 313)"
전공선택,43100095,13,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(약학관 216)"
전공선택,43100095,14,전공심화연구1,5-0-20-0,,"월10,11,12,13,14,화10,11,12,13,14,수10,11,12,13,14,목10,11,12,13,14(혁신제약임상연구동 201)"
전공필수,43100096,1,지역약국,6-0-14-0,,
전공선택,43100097,1,약사커뮤니케이션,3-3-0-0,,"월8,9,목9(약학관 106)"
전공선택,43100099,1,심화실무실습,5-0-40-0,,
전공필수,43100103,1,환자안전과임상약학,2-2-0-0,,"화5,6(약학관 106)"
전공필수,43100107,1,약동학,3-3-0-0,,"화2,3,목7(약학관 106)"
전공필수,44100001,1,강원의학너래,1-0-2-0,,"화7,8(집현관 103)"
전공필수,44100003,1,미생물학입문,2-2-0-0,,"목7,8(집현관 203)"
전공선택,44100004,1,세포생물학,2-2-0-0,,"수5,6(집현관 203)"
전공선택,44100005,1,유기화학,3-3-0-0,,"월1,2,3(집현관 203)"
전공선택,44100006,1,의학의역사,2-2-0-0,,"화6,7(집현관 203)"
전공선택,44100007,1,의학통계학,3-3-0-0,,"화1,2,3(집현관 203)"
전공선택,44100008,1,의료와인공지능,1-1-0-0,,목6(집현관 203)
전공필수,44100009,1,의료행동과학,2-2-0-0,,"수1,2(집현관 203)"
전공필수,44100010,1,인체방어,2-2-0-0,,"목2,3(집현관 203)"
전공필수,44100023,1,의학도를위한생물학,3-3-0-0,,"월6,7,8(집현관 103)"
전공필수,44200001,1,인체구조와발생II,6-4-4-0,,"월,6,7,수,6,7(의학1호관 해부실습실),월2,3,수2,3(의학2호관 318)"
전공필수,44200002,1,인체분자와대사,4-2-4-0,,"목,6,7,8,9(의학1호관 212),목2,3(의학2호관 318)"
전공필수,44200003,1,인체장기의기능이해,3-2-2-0,,"금,6,7(의학1호관 212),금3,4(의학2호관 318)"
전공필수,44200004,1,인체의신경학적이해,3-2-2-0,,"화,6,7(의학1호관 212),화1,2(의학2호관 318)"
전공필수,44200005,1,인체와감염I,3-2-2-0,,"화,8,9(의학1호관 212),화3,4(의학2호관 318)"
전공필수,44200006,1,질병의병인및치료I,2-2-0-0,,"금1,2(의학2호관 318)"
전공필수,44200007,1,미래융합의료I,1-1-0-0,,월1(의학2호관 318)
전공필수,44200016,1,문제바탕학습,2-1-2-0,,"월4,화4,목4(의학2호관 320)"
전공필수,44200017,1,인체와감염III,2-2-0-0,,"월1,2(의학2호관 320)"
전공필수,44200018,1,면역과질병,2-2-0-0,,"화1,2(의학2호관 320)"
전공필수,44200019,1,순환기학,3-5-0-0,,"월6,7,화6,7,수6(의학2호관 320)"
전공필수,44200020,1,호흡기학,3-3-0-0,,"월3,화3,목1(의학2호관 320)"
전공필수,44200021,1,소화기학,3-5-0-0,,"월8,수7,8,목6,7(의학2호관 320)"
전공필수,44200022,1,급성및증증의학,1-2-0-0,,"목8,9(의학2호관 320)"
전공필수,44200023,1,수술의학,1-2-0-0,,"수1,2(의학2호관 320)"
전공필수,44200024,1,정신의학,2-2-0-0,,"금1,2(의학2호관 320)"
전공필수,44200025,1,내분비학,2-3-0-0,,"화8,금6,7(의학2호관 320)"
전공필수,44200026,1,의사입문I,2-1-2-0,,"화9,목2,3(의학2호관 320)"
전공필수,44200027,1,미래융합의료II,1-1-0-0,,금9(의학2호관 320)
전공필수,44200039,1,임상의학입문,1-1-2-0,,"금3,4,8(의학2호관 218)"
전공필수,44200040,1,내과학실습,9-0-18-0,,"월4,8,9,화3,4,8,9,수1,2,5,6,목1,2,5,6,금1,2,5(실습.훈련장 병원 내과회의실)"
전공필수,44200041,1,외과학실습,4-0-8-0,,"월2,5,6,화1,2,5,6,수7(실습.훈련장 병원 외과회의실)"
전공필수,44200042,1,영상의학실습,2-0-4-0,,"수3,4,8,9(실습.훈련장 병원 영상의학회의실)"
전공필수,44200043,1,진단검사의학실습,2-0-4-0,,"목3,4,8,9(실습.훈련장 병원 진단검사의학과)"
전공필수,44200044,1,임상표현중심증례실습I,1-1-0-0,,월1(의학2호관 218)
전공필수,44200045,1,임상실기시험I,2-0-4-0,,"화7,목7,금6,7(의학2호관 218)"
전공필수,44200046,1,미래융합의료III,1-1-0-0,,월3(의학2호관 218)
전공선택,45100001,1,유기화학,3-3-0-0,,"월A6,목A6(의생명B호관 128)"
전공필수,45100002,1,분자생물학1,3-3-0-0,,"월A4,목A4(의생명B호관 128)"
전공선택,45100003,1,분자생물학실험,2-0-4-0,,"화1,2,3,4(의생명A호관 106)"
전공선택,45100004,1,미생물학,3-3-0-0,,"월A1,목A1(의생명B호관 128)"
전공선택,45100005,1,미생물학실험,2-0-4-0,,"수6,7,8,9(의생명A호관 106)"
전공선택,45100012,1,면역학,3-3-0-0,,"월A1,목A1(의생명B호관 125)"
전공선택,45100014,1,면역학실험,2-0-4-0,,"화6,7,8,9(의생명A호관 106)"
전공선택,45100015,1,분자응용미생물학,3-3-0-0,,"화5,수7,8(의생명B호관 128)"
전공선택,45100016,1,생물정보학,3-3-0-0,,"화1,2,수1(의생명B호관 128)"
전공선택,45100018,1,생화학,3-3-0-0,,"월A2,목A2(의생명B호관 128)"
전공선택,45100020,1,분자생리학,3-3-0-0,,"월A5,목A5(의생명B호관 128)"
전공선택,45100021,1,분자생리학실험,2-0-4-0,,"금1,2,3,4(의생명A호관 106)"
전공선택,45100026,1,병원미생물학,3-3-0-0,,"월A2,목A2(의생명B호관 125)"
전공선택,45100027,1,진화학,3-3-0-0,,"화3,수2,3(의생명B호관 128)"
전공선택,45100031,1,생물공학,3-3-0-0,,"수4,5,6(의생명B호관 128)"
전공선택,45100038,1,의약품합성생물학,3-3-0-0,,"월A4,목A4(의생명B호관 125)"
전공선택,45200001,1,인간생명과학,3-3-0-0,,"월A1,목A1(의생명B호관 309)"
전공필수,45200005,1,유기화학1,3-3-0-0,,"월A5,목A5(의생명B호관 309)"
전공선택,45200013,1,분자생물학,3-3-0-0,,"월A2,목A2(의생명B호관 309)"
전공선택,45200014,1,생명건강종합설계,1-0-2-0,,"월10,11(의생명B호관 309)"
전공선택,45200015,1,제제공학1,3-3-0-0,,"화4,5,수8(의생명B호관 309)"
전공선택,45200016,1,약물유전체학,3-3-0-0,,"화1,2,수3(의생명B호관 309)"
전공선택,45200017,1,유기구조분석화학,3-3-0-0,,"월A6,목A6(의생명B호관 309)"
전공선택,45200027,1,제약산업분석,3-3-0-0,,"화3,수1,2(의생명B호관 309)"
전공선택,45200028,1,제형제조및실험,3-2-2-0,,"금2,3(의생명B호관 309),금,4,5(의생명B호관 310)"
전공선택,45200029,1,약리학,3-3-0-0,,"월A3,목A3(의생명B호관 309)"
전공선택,45200030,1,신경과학,3-3-0-0,,"월A4,목A4(의생명B호관 309)"
전공선택,45300001,1,생물의소재공학개론,3-3-0-0,,"월A3,목A3(의생명A호관 320)"
전공선택,45300003,1,생화학1,3-3-0-0,,"월A6,목A6(의생명A호관 320)"
전공선택,45300005,1,유기화학1,3-3-0-0,,"화7,수1,2(의생명A호관 320)"
전공선택,45300015,1,생물약제학,3-3-0-0,,"월A2,목A2(의생명A호관 320)"
전공필수,45300016,1,생약학1및실험,3-2-2-0,,"화1,2(의생명A호관 320),수6,7(의생명B호관 325)"
전공선택,45300026,1,생체역학,3-3-0-0,,"화8,금2,3(의생명A호관 320)"
전공선택,45300027,1,조직공학,3-3-0-0,,"월A5,목A5(의생명A호관 320)"
전공선택,45300028,1,천연물이용학,3-3-0-0,,"화5,6,수5(의생명A호관 320)"
전공선택,45300029,1,미생물감염학,3-3-0-0,,"화3,수6,7(의생명A호관 320)"
전공선택,45300030,1,고급생물의소재공학,3-3-0-0,,"월A1,목A1(의생명A호관 320)"
전공선택,45300037,1,스마트나노소재설계,3-3-0-0,,"월A4,목A4(의생명A호관 320)"
전공선택,45400001,1,분자생명공학,3-3-0-0,,"월9,목3,4(의생명A호관 206)"
전공필수,45400002,1,분자생물학실험,3-2-2-0,,"화1,2,3,4(의생명B호관 212)"
전공선택,45400004,1,기초미생물학,3-3-0-0,,"월2,3,화5(의생명A호관 206)"
전공선택,45400005,1,의생명시스템과학의이해,3-3-0-0,,"화8,9,수8(의생명A호관 206)"
전공선택,45400011,1,암생물학,3-3-0-0,,"화4,수6,7(의생명A호관 206)"
전공선택,45400013,1,고급분자생물학,3-3-0-0,,"수1,2,목1(의생명A호관 206)"
전공선택,45400014,1,기초면역학,3-3-0-0,,"월A3,목A5(의생명A호관 206)"
전공필수,45400015,1,에센셜생화학기법,3-1-4-0,,"목2(의생명A호관 206),목,3,4,5,6(의생명B호관 212)"
전공선택,45400017,1,바이오의약품개론,3-3-0-0,,"월7,8,목9(의생명A호관 206)"
전공선택,45400023,1,단백질체학,2-2-0-0,,"화2,3(의생명A호관 206)"
전공선택,45400024,1,세포및분자면역학,3-3-0-0,,"화1(의생명A호관 206),수1,2(의생명B호관  101)"
전공선택,45400026,1,바이오의약품비임상시험및평가,3-3-0-0,,"월A4,목A4(의생명A호관 206)"
전공필수,45500001,1,유전학,3-3-0-0,,"월A2,목A2(의생명A호관 220)"
전공선택,45500002,1,물리화학,3-3-0-0,,"화7,수5,6(의생명A호관 220)"
전공선택,45500003,1,유기화학,3-3-0-0,,"월A3,목A3(의생명A호관 220)"
전공선택,45500004,1,일반미생물학,3-3-0-0,,"월A1,목A1(의생명A호관 220)"
전공선택,45500005,1,세포생물학,3-3-0-0,,"월A4,목A4(의생명A호관 220)"
전공필수,45500012,1,면역학,3-3-0-0,,"월A5,목A5(의생명A호관 220)"
전공선택,45500014,1,첨단의약품개론,3-3-0-0,,"화5,6,수2(의생명A호관 220)"
전공선택,45500015,1,감염질환학,3-3-0-0,,"화3,4,수1(의생명A호관 220)"
전공선택,45500017,1,생물정보학의이해,3-3-0-0,,"수5,6,7(의생명B호관 125)"
전공선택,45500018,1,의생명공학심화연구,1-1-0-0,,화8(의생명A호관 218)
전공선택,45500023,1,의생명세포기능실험,3-2-2-0,,"화5,6,7,8(의생명A호관 219)"
전공선택,45500024,1,의생명공학캡스톤디자인,3-0-6-0,,"화1,2,수6,7,8,9(의생명A호관 219)"
전공선택,45500025,1,신약자원탐색및연구2,3-3-0-0,,"금6,7,8(의생명A호관 220)"
전공선택,45500027,1,정밀나노의학실험,3-2-2-0,,"월3,4,5,6(의생명A호관 219)"
전공선택,45500032,1,생화학,3-3-0-0,,"화8,수7,8(의생명A호관 220)"
전공선택,45500039,1,정밀의료기반바이러스공학,3-3-0-0,,"화1,2,수2(의생명B호관 125)"
전공선택,46100001,1,현대시론,3-3-0-0,,"화3,4,수4(인3호관 405)"
전공선택,46100001,2,현대시론,3-3-0-0,,"화6,7,수8(인3호관 306)"
전공선택,46100002,1,고전문학사,3-3-0-0,,"월A6,목A6(인3호관 302)"
전공선택,46100002,2,고전문학사,3-3-0-0,,"월A2,목A2(인3호관 426)"
전공필수,46100003,1,국어학입문,3-3-0-0,,"월A6,목A6(인3호관 405)"
전공필수,46100003,2,국어학입문,3-3-0-0,,"금1,2,3(인3호관 426)"
전공선택,46100004,1,현대대표소설읽기,3-3-0-0,,"금1,2,3(인3호관 306)"
전공필수,46100005,1,언어의상상력과문학,3-3-0-0,,"월A5,목A5(인3호관 302)"
전공필수,46100005,2,언어의상상력과문학,3-3-0-0,,"월A3,목A3(인3호관 426)"
전공선택,46100006,1,문학과문화콘텐츠,3-3-0-0,,"수7,8,9(인3호관 405)"
전공선택,46100007,1,국어음운론,3-3-0-0,,"월A4,목A4(인3호관 306)"
전공선택,46100007,2,국어음운론,3-3-0-0,,"금4,5,6(인3호관 426)"
전공선택,46100015,1,국어사,3-3-0-0,,"월A2,목A2(인3호관 405)"
전공선택,46100016,1,국어문법론,3-3-0-0,,"월A5,목A5(인3호관 306)"
전공선택,46100016,2,국어문법론,3-3-0-0,,"월A6,목A6(인3호관 306)"
전공선택,46100017,1,한국고전소설강독,3-3-0-0,,"월A4,목A4(인3호관 405)"
전공선택,46100017,2,한국고전소설강독,3-3-0-0,,"월A4,목A4(인3호관 302)"
전공선택,46100018,1,한국고전문학과출판문화,3-3-0-0,,"월A3,목A3(인3호관 302)"
전공선택,46100019,1,한국고전시가강독,3-3-0-0,,"월A3,목A3(인3호관 306)"
전공선택,46100026,1,국어의미론,3-3-0-0,,"월A5,목A5(인3호관 405)"
전공선택,46100027,1,문학의감상과소통,2-2-0-0,,"수4,5(인3호관 302)"
전공선택,46100028,1,구비문학과민중생활,3-3-0-0,,"수1,2,3(인3호관 302)"
전공선택,46100031,1,도서기획과1인출판,3-3-0-0,,"화4,5,6(인3호관 302)"
전공선택,46100032,1,지구생명체의지역문학,3-3-0-0,,"월A4,목A4(인3호관 426)"
전공선택,46100037,1,한글필사자료강독,3-3-0-0,,"월A3,목A3(인3호관 405)"
전공선택,46100039,1,고전문학의현장과이해,3-2-2-0,,"화4,5,금4,5(인3호관 306)"
전공선택,46100041,1,인공지능시대의한국어문학,3-3-0-0,,"금7,8,9(인3호관 405)"
전공선택,46200001,1,관광독일어번역,3-3-0-0,,"화4,5,6(인2호관 408)"
전공선택,46200002,1,기초독문법,3-3-0-0,,"화2,3,수2(인2호관 409)"
전공필수,46200003,1,기초독일어1,3-3-0-0,,"월A5,목A5(인2호관 408)"
전공선택,46200005,1,독어학입문,3-3-0-0,,"화5,6,수1(인2호관 409)"
전공선택,46200006,1,독일드라마,3-3-0-0,,"월A5,목A5(인2호관 409)"
전공선택,46200008,1,독일문학입문,3-3-0-0,,"월A4,목A4(인2호관 409)"
전공선택,46200014,1,독일어회화및작문1,3-2-2-0,,"화7,8,수6,7(인2호관 408)"
전공선택,46200016,1,독일어회화및작문3,3-2-2-0,,"화2,3,수2,3(인2호관 308)"
전공선택,46200018,1,미디어커뮤니케이션독일어번역,3-3-0-0,,"화5,6,7(인2호관 308)"
전공선택,46200020,1,유럽공연·전시문화(캡스톤디자인),3-3-0-0,,"월A3,A4(인2호관 408)"
전공선택,46200024,1,유럽문화학입문,3-3-0-0,,"화1,2,3(인2호관 408)"
전공선택,46200025,1,유럽스포츠·관광문화,3-3-0-0,,"화7,수6,7(인2호관 409)"
전공선택,46200027,1,전공독일어1,3-2-2-0,,"월2,3,목2,3(인2호관 408)"
전공선택,46200029,1,전공독일어3,3-2-2-0,,"월5,6,목5,6(인2호관 308)"
전공선택,46200033,1,중급독일어B1(읽기듣기),3-3-0-0,,"월A2,목A2(인2호관 409)"
전공선택,46300001,1,프랑스어입문1,3-3-0-0,,"월A2,목A2(인1호관 205)"
전공선택,46300002,1,프랑스어발음기초,3-3-0-0,,"화7,8,수4(인1호관 205)"
전공필수,46300005,1,프랑스문학의이해,3-3-0-0,,"월A4,목A4(인1호관 206)"
전공선택,46300006,1,프랑스어회화1,3-3-0-0,,"월A2,목A2(인3호관 302)"
전공선택,46300006,2,프랑스어회화1,3-3-0-0,,"화1,2,수1(인1호관 206)"
전공필수,46300007,1,기초프랑스어1,3-3-0-0,,"화6,수5,6(인1호관 205)"
전공선택,46300008,1,프랑스영화읽기,3-3-0-0,,"월A6,목A6(인1호관 206)"
전공선택,46300009,1,프랑스문화,3-3-0-0,,"화7,8,9(인3호관 302)"
전공선택,46300010,1,프랑스어듣기와발음연습,3-3-0-0,,"수7,8,9(인1호관 205)"
전공선택,46300014,1,프랑스어회화3,3-3-0-0,,"월A1,목A1(인1호관 206)"
전공선택,46300014,2,프랑스어회화3,3-3-0-0,,"화3,수2,3(인1호관 206)"
전공선택,46300015,1,프랑스어작문,3-3-0-0,,"화6,수5,6(인1호관 206)"
전공필수,46300017,1,심화프랑스어1,3-3-0-0,,"월A2,목A2(인1호관 206)"
전공선택,46300018,1,프랑스소설,3-3-0-0,,"화7,8,수8(인1호관 206)"
전공선택,46300026,1,전문프랑스어,3-3-0-0,,"월A3,목A3(인1호관 206)"
전공선택,46300031,1,한국프랑스예술기행(캡스톤디자인),3-3-0-0,,"월A4,목A4(인1호관 205)"
전공선택,46300032,1,AI활용번역연습,3-3-0-0,,"월A6,목A6(인1호관 205)"
전공선택,46300033,1,프랑코포니문화,3-3-0-0,,"월A5,목A5(인1호관 206)"
전공선택,46400001,1,동양사와우리,3-3-0-0,,"수1,2,3(인2호관 105)"
전공선택,46400002,1,서양사의범위와대상,3-3-0-0,,"월A6,목A6(인3호관 205)"
전공선택,46400003,1,서양고전고대문명,3-3-0-0,,"금6,7,8(인2호관 105)"
전공선택,46400004,1,한국고대역사와문화,3-3-0-0,,"목A1,A2(인2호관 105)"
전공선택,46400008,1,고고학실습(캡스톤디자인),3-3-0-0,,"화8,9,수8(인2호관 105)"
전공선택,46400010,1,동양중세역사와문화,3-3-0-0,,"수1,2,3(인3호관 205)"
전공선택,46400011,1,서양르네상스에서프랑스혁명까지,3-3-0-0,,"금1,2,3(인3호관 205)"
전공선택,46400012,1,동양사사료읽기,3-3-0-0,,"월A5,목A5(인3호관 205)"
전공선택,46400018,1,동양현대역사와문화,3-3-0-0,,"수5,6,7(인3호관 205)"
전공선택,46400019,1,서양20세기사,3-3-0-0,,"목A1,A2(인3호관 205)"
전공선택,46400021,1,한국지역사연구,3-3-0-0,,"화1,2,3(인2호관 105)"
전공선택,46400022,1,유라시아사특강,3-3-0-0,,"금1,2,3(인2호관 105)"
전공선택,46400023,1,한국고고미술특강(캡스톤디자인),3-3-0-0,,"화5,6,7(인3호관 205)"
전공선택,46400027,1,한국사개론,3-3-0-0,,"화8,9,수8(인3호관 205)"
전공필수,46400028,1,문화유산답사실습1,1-0-2-0,,"금4,5(인3호관 205)"
전공필수,46400031,1,문화유산답사실습3,1-0-2-0,,"금4,5(인2호관 105)"
전공선택,46400036,1,비잔티움제국사,3-3-0-0,,"월A5,목A5(인2호관 105)"
전공선택,46400038,1,한국사사료읽기,3-3-0-0,,"월A6,목A6(인2호관 105)"
전공선택,46500001,1,영문법,3-3-0-0,,"화3,수2,3(인1호관 306)"
전공선택,46500002,1,영어발음과청해,3-3-0-0,,"월A4,목A4(인1호관 306)"
전공선택,46500003,1,영미문학의배경,3-3-0-0,,"화4,5,수4(인1호관 306)"
전공선택,46500004,1,영어원리의이해,3-3-0-0,,"월A6,목A6(인1호관 306)"
전공선택,46500005,1,영미문학입문,3-3-0-0,,"월A2,목A2(인1호관 305)"
전공선택,46500011,1,영미문화입문,3-3-0-0,,"월A5,목A5(인1호관 305)"
전공선택,46500014,1,고급영작문,3-3-0-0,,"월A6,목A6(인1호관 305)"
전공선택,46500016,1,근대영미소설,3-3-0-0,,"화2,3,수2(인1호관 305)"
전공선택,46500017,1,영어화용과언어사용의실제,3-3-0-0,,"월A5,목A5(인1호관 306)"
전공선택,46500018,1,취업영어,3-3-0-0,,"월A2,목A2(인1호관 306)"
전공선택,46500025,1,영미비평이론,3-3-0-0,,"화6,수5,6(인1호관 305)"
전공선택,46500027,1,환경운동과지역참여의문학,3-3-0-0,,"화7,8,수7(인1호관 305)"
전공선택,46500031,1,아동청소년문학,3-3-0-0,,"화5,수3,4(인1호관 305)"
전공선택,46500038,1,셰익스피어를새롭게읽다,3-3-0-0,,"월A4,목A4(인1호관 305)"
전공필수,46600001,1,일본문학개론,3-3-0-0,,"월A2,목A2(인3호관 404)"
전공필수,46600002,1,일본사1,3-3-0-0,,"월A1,목A1(인3호관 404)"
전공선택,46600003,1,일본사회의이해,3-3-0-0,,"화6,수2,3(인3호관 404)"
전공필수,46600005,1,일본정치론,3-3-0-0,,"화1,2,3(인3호관 404)"
전공선택,46600006,1,일본어작문,3-3-0-0,,"월A5,목A5(인2호관 313)"
전공선택,46600014,1,한일교류사,3-3-0-0,,"화2,3,4(인2호관 313)"
전공필수,46600015,1,일본어학의이해,3-3-0-0,,"화6,7,수2(인2호관 313)"
전공선택,46600017,1,일본기업경영의이론과실제,3-3-0-0,,"수6,7,8(인3호관 404)"
전공선택,46600018,1,일본의시인과시,3-3-0-0,,"금2,3,4(인3호관 404)"
전공선택,46600019,1,일본종교의이해,3-3-0-0,,"월A4,목A4(인2호관 313)"
전공선택,46600029,1,일본정치와문화,3-3-0-0,,"월A1,목A1(인2호관 316)"
전공선택,46600033,1,초급일본어1,3-3-0-0,,"화7,8,9(인3호관 404)"
전공선택,46600035,1,일본학개설1,3-3-0-0,,"월A4,목A4(인3호관 404)"
전공선택,46700002,1,초급중국어회화,3-3-0-0,,"월A3,목A3(인1호관 406)"
전공선택,46700003,1,초급중국어어법,3-3-0-0,,"월A5,목A5(인1호관 405)"
전공필수,46700004,1,중국언어학개론,3-3-0-0,,"월A2,목A2(인1호관 406)"
전공선택,46700005,1,중국고전문학과문화,3-3-0-0,,"수2,3,4(인1호관 406)"
전공선택,46700006,1,중국어기초어휘와문형,3-3-0-0,,"화2,3,4(인1호관 406)"
전공필수,46700007,1,중국고대문학의이해,3-3-0-0,,"월A4,목A4(인1호관 406)"
전공선택,46700012,1,중국고전시가,3-3-0-0,,"수6,7,8(인1호관 405)"
전공선택,46700013,1,중국문화입문,3-3-0-0,,"금6,7,8(인1호관 406)"
전공선택,46700015,1,중국어문법,3-3-0-0,,"월A3,목A3(인1호관 405)"
전공선택,46700017,1,중국어교육론,3-3-0-0,,"화6,7,8(인1호관 406)"
전공선택,46700018,1,고급중국어회화,3-3-0-0,,"수2,3,4(인1호관 405)"
전공선택,46700021,1,중국신문강독,3-3-0-0,,"화2,3,4(인1호관 405)"
전공선택,46700029,1,중국어논리및논술,3-3-0-0,,"월A6,목A6(인1호관 405)"
전공선택,46700030,1,[지역특화]중국어번역실습,3-3-0-0,,"수6,7,8(인1호관 406)"
전공선택,46700031,1,중국현대사회와문화,3-3-0-0,,"화6,7,8(인1호관 405)"
전공선택,46700032,1,[지역특화]관광중국어실습(캡스톤디자인),3-3-0-0,,"월A5,목A5(인1호관 406)"
전공선택,46700035,1,기초중국어,3-3-0-0,,"월A2,목A2(인1호관 405)"
전공선택,46700038,1,중문학탐색,3-3-0-0,,"월A4,목A4(인1호관 405)"
전공필수,46800001,1,동양철학의탄생과전개,3-3-0-0,,"수6,7,8(인3호관 103)"
전공필수,46800002,1,서양철학의탄생과전개,3-3-0-0,,"목A5,A6(인3호관 103)"
전공선택,46800003,1,인도문명과사상,3-3-0-0,,"월A4,A5(인3호관 103)"
전공선택,46800007,1,윤리와실천,3-3-0-0,,"화1,2,3(인3호관 302)"
전공선택,46800008,1,철학실천입문,3-3-0-0,,"화6,7,8(인3호관 122)"
전공선택,46800009,1,지식의이론과활용,3-3-0-0,,"수2,3,4(인3호관 103)"
전공선택,46800011,1,논리와실천,3-3-0-0,,"금2,3,4(인3호관 122)"
전공선택,46800012,1,송명성리학과심신치유,3-3-0-0,,"화2,3,4(인3호관 122)"
전공선택,46800022,1,불교철학과명상치유,3-3-0-0,,"월A2,A3(인3호관 103)"
전공선택,46800023,1,비판적사고와철학상담,3-3-0-0,,"수6,7,8(인3호관 302)"
전공선택,46800024,1,포스트모더니즘과치유,3-3-0-0,,"화9,10,11(인3호관 122)"
전공선택,46800025,1,공감철학상담(캡스톤디자인),3-3-0-0,,"월A7,A8(인3호관 122)"
전공선택,46800026,1,동양의예술정신,3-3-0-0,,"화2,3,4(인3호관 103)"
전공필수,46800032,1,철학의이해,3-3-0-0,,"화6,7,8(인3호관 103)"
전공선택,46800035,1,강원불교문화의이해,3-3-0-0,,"목A2,A3(인3호관 103)"
전공필수,47100001,1,반도체물리학입문,2-2-0-0,,"화8,9(자1호관 206)"
전공필수,47100003,1,역학1,3-3-0-0,,"월1,2,목1(자1호관 206)"
전공선택,47100004,1,수리물리학1,3-3-0-0,,"수6,7,목6(자1호관 206)"
전공선택,47100005,1,현대물리학,3-3-0-0,,"화3,수1,2(자1호관 206)"
전공필수,47100006,1,반도체회로실험,2-0-4-0,,"금1,2,3,4(자1호관 101-1)"
전공필수,47100006,2,반도체회로실험,2-0-4-0,,"금6,7,8,9(자1호관 101-1)"
전공선택,47100007,1,반도체회로이론,2-2-0-0,,"월8,9(자1호관 206)"
전공필수,47100013,1,양자물리학1,3-3-0-0,,"수8,9,목2(자1호관 206)"
전공선택,47100014,1,전산물리및실습1,3-2-2-0,,"월6,7,화8,9(자1호관 205)"
전공선택,47100015,1,전자기학2,3-3-0-0,,"화4,5,수4(자1호관 206)"
전공선택,47100016,1,열및통계물리학,3-3-0-0,,"수5,목4,5(자1호관 206)"
전공선택,47100022,1,물리학특강1,3-3-0-0,,"월3,화1,2(자1호관 206)"
전공선택,47100023,1,나노물리학,3-3-0-0,,"화7,목8,9(자1호관 206)"
전공선택,47100024,1,고체물리학,3-3-0-0,,"화3,목3,4(자1호관 104)"
전공선택,47100025,1,물리음향학,3-3-0-0,,"월6,7,화6(자1호관 206)"
전공선택,47100026,1,반도체소자및공정,3-3-0-0,,"월4,5,수3(자1호관 206)"
전공필수,47100031,1,현대물리실험,2-0-4-0,,"금1,2,3,4(자1호관 101)"
전공필수,47100031,2,현대물리실험,2-0-4-0,,"금6,7,8,9(자1호관 101)"
전공선택,47200007,1,동물분류학및실험,3-2-2-0,,"화,7,8(자2호관 115),화5,6(자2호관 218)"
전공선택,47200008,1,미생물학,3-3-0-0,,"월A5,목A5(자2호관 218)"
전공선택,47200018,1,면역학,3-3-0-0,,"월A2,목A2(자2호관 109)"
전공선택,47200019,1,분자생물학,3-3-0-0,,"화7,수5,6(자2호관 218)"
전공선택,47200020,1,식물생리학,3-3-0-0,,"화1,2,수3(자2호관 218)"
전공선택,47200024,1,기능유전체학,3-3-0-0,,"화3,수1,2(자2호관 109)"
전공선택,47200027,1,세포분자생리학,3-3-0-0,,"월A1,목A1(자2호관 218)"
전공선택,47200043,1,분자생화학,3-3-0-0,,"월A5,목A5(자2호관 109)"
전공선택,47200044,1,생명과학연구캡스톤디자인및취창업설계1,2-0-4-0,,"화10,11,금10,11(자2호관 217)"
전공선택,47200046,1,질병생물학,3-3-0-0,,"화5,6,수7(자2호관 109)"
전공필수,47200053,1,세포·분자생물학,3-3-0-0,,"월A4,목A4(자2호관 218)"
전공필수,47200054,1,세포·분자생물학실험,1-0-2-0,,"목10,11(자2호관 217)"
전공필수,47200055,1,분류·생태학,3-3-0-0,,"화3,수1,2(자2호관 218)"
