구분,과목코드,분반,과목명,시수,부문,강의실
균형교양,13100075,1,불교가묻고내가답한다,3-3-0-0,인문학,토11
균형교양,13100076,1,고사와성어의탐구,2-2-0-0,인문학,토4
균형교양,13100077,1,분쟁의세계지리,3-3-0-0,인문학,토7
균형교양,13100078,1,생활스페인어,3-3-0-0,인문학,"화2,3,4(교육1호관 308)"
균형교양,13100078,2,생활스페인어,3-3-0-0,인문학,"화6,7,8(국제교류처 301)"
균형교양,13100083,1,한자의이해와동아시아문화,3-3-0-0,인문학,"수3,4,5(인2호관 208)"
균형교양,13100084,1,동양의고전,3-3-0-0,인문학,목8
균형교양,13100086,1,디지털시대로컬문화큐레이팅,3-3-0-0,인문학,토7
균형교양,13100087,1,문학과영화로엮는질병의사회문화사,3-3-0-0,인문학,"수1,2,3(60주년기념관 101)"
균형교양,13100088,1,통일시대의한국어와한국문학,3-3-0-0,인문학,금8
균형교양,13100089,1,논리와추리,3-3-0-0,인문학,"수2,3,4(인1호관 407)"
균형교양,13100090,1,영미어문학산책,3-3-0-0,인문학,"월A4,목A4(인1호관 407)"
균형교양,13100091,1,인문학데이터마이닝,3-3-0-0,인문학,"수6,7,8(인2호관 207)"
균형교양,13100092,1,AI시대와인성교육,3-3-0-0,인문학,"월A2,목A2(교육1호관 307)"
균형교양,13100093,1,과학과기술로본세계사,3-3-0-0,인문학,"목A3,A4(인2호관 108)"
균형교양,13100094,1,동아시아전쟁과문예,3-3-0-0,인문학,"월A5,목A5(인1호관 408)"
균형교양,13100095,1,문화콘텐츠로만나는한국,3-3-0-0,인문학,"금4,5,6(인1호관 102)"
균형교양,13100096,1,미래사회와사이언스픽션,3-3-0-0,인문학,"수4,5,6(인1호관 105)"
균형교양,13100097,1,영소설로읽는개인과자유,3-3-0-0,인문학,"월A2,목A2(인1호관 407)"
균형교양,13100100,1,동양철학과현대시민의덕성,3-3-0-0,인문학,"월A6,목A6(인1호관 407)"
균형교양,13100103,1,비즈니스영어,3-3-0-0,인문학,"화6,7,8(인1호관 407)"
균형교양,13100104,1,공감의인문학,3-3-0-0,인문학,금7
균형교양,13100105,1,온라인시대소통과공존의인문학,3-3-0-0,인문학,월9
균형교양,13100106,1,영화와치유,3-3-0-0,인문학,"수7,8,9(인1호관 103)"
균형교양,13200001,1,AI시대와직장생활,3-3-0-0,사회과학,"월A3,목A3(법학관 001)"
균형교양,13200003,1,SDGs와사회정의,3-3-0-0,사회과학,금1
균형교양,13200003,98,SDGs와사회정의,3-3-0-0,사회과학,금1
균형교양,13200004,1,SNS와유튜브론,3-3-0-0,사회과학,토8
균형교양,13200005,1,감정으로보는사회,3-3-0-0,사회과학,"화2,3,4(60주년기념관 401)"
균형교양,13200006,1,강원도와DMZ,3-3-0-0,사회과학,수10
균형교양,13200007,1,다문화사회의이해,3-3-0-0,사회과학,토1
균형교양,13200007,2,다문화사회의이해,3-3-0-0,사회과학,"화4,5,6(인1호관 105)"
균형교양,13200007,98,다문화사회의이해,3-3-0-0,사회과학,토1
균형교양,13200008,1,대학생을위한실용금융,3-3-0-0,사회과학,목9
균형교양,13200009,1,생활법률,3-3-0-0,사회과학,토1
균형교양,13200009,2,생활법률,3-3-0-0,사회과학,"금1,2,3(법학관 001)"
균형교양,13200009,3,생활법률,3-3-0-0,사회과학,"화9,10,11(법학관 001)"
균형교양,13200009,98,생활법률,3-3-0-0,사회과학,토1
균형교양,13200010,1,성과사회,3-3-0-0,사회과학,"월A4,A5(사회과학2호관 001)"
균형교양,13200011,1,심리학의이해,3-3-0-0,사회과학,"화7,8,9(60주년기념관 504)"
균형교양,13200011,2,심리학의이해,3-3-0-0,사회과학,"수7,8,9(60주년기념관 501)"
균형교양,13200012,1,외국인을위한미디어와사회,3-3-0-0,사회과학,"화1,2,3(율곡관(기숙사)식당동 001)"
균형교양,13200012,2,외국인을위한미디어와사회,3-3-0-0,사회과학,"화4,5,6(율곡관(기숙사)식당동 001)"
균형교양,13200012,3,외국인을위한미디어와사회,3-3-0-0,사회과학,"화7,8,9(율곡관(기숙사)식당동 001)"
균형교양,13200012,4,외국인을위한미디어와사회,3-3-0-0,사회과학,"수1,2,3(율곡관(기숙사)식당동 002)"
균형교양,13200012,5,외국인을위한미디어와사회,3-3-0-0,사회과학,"수4,5,6(율곡관(기숙사)식당동 002)"
균형교양,13200012,6,외국인을위한미디어와사회,3-3-0-0,사회과학,"수7,8,9(율곡관(기숙사)식당동 002)"
균형교양,13200012,7,외국인을위한미디어와사회,3-3-0-0,사회과학,"금1,2,3(율곡관(기숙사)식당동 103)"
균형교양,13200012,8,외국인을위한미디어와사회,3-3-0-0,사회과학,"금7,8,9(율곡관(기숙사)식당동 103)"
균형교양,13200013,1,트렌드로보는소비자와공간,3-3-0-0,사회과학,"화5,6,7(공3호관 214)"
균형교양,13200014,1,범죄와심리,3-3-0-0,사회과학,"수1,2,3(60주년기념관 504)"
균형교양,13200014,2,범죄와심리,3-3-0-0,사회과학,"수6,7,8(60주년기념관 601)"
균형교양,13200016,1,조사연구및컴퓨터활용,3-3-0-0,사회과학,"금2,3,4(60주년기념관 101)"
균형교양,13200018,1,일탈과사회,3-3-0-0,사회과학,"수2,3,4(60주년기념관 601)"
균형교양,13200019,1,지역발전과글로컬리제이션,3-3-0-0,사회과학,월A1
균형교양,13200019,98,지역발전과글로컬리제이션,3-3-0-0,사회과학,월A1
균형교양,13200020,1,현대한국사회의변동과발전,3-3-0-0,사회과학,"수6,7,8(60주년기념관 401)"
균형교양,13200021,1,사회학의이해,3-3-0-0,사회과학,"수2,3,4(사회과학1호관 108)"
균형교양,13200021,2,사회학의이해,3-3-0-0,사회과학,"수6,7,8(60주년기념관 504)"
균형교양,13200022,1,헌법기초,3-3-0-0,사회과학,"수8,9,10(법학관 001)"
균형교양,13200023,1,행정법기초,3-3-0-0,사회과학,"화7,8,수7(법학관 001)"
균형교양,13200024,1,인간과동물이공존하는법,3-3-0-0,사회과학,"화5,6,수6(법학관 001)"
균형교양,13200025,1,기후위기와ESG,3-3-0-0,사회과학,"수1,2,3(법학관 001)"
균형교양,13200026,1,사례를통해본자유와평등,3-3-0-0,사회과학,"월A5,목A5(법학관 001)"
균형교양,13200027,1,법학의이해,3-3-0-0,사회과학,"월A6,목A6(법학관 001)"
균형교양,13200027,2,법학의이해,3-3-0-0,사회과학,"월A4,목A4(법학관 001)"
균형교양,13200028,1,지속가능한해양환경,3-3-0-0,사회과학,"화1,2,3(법학관 001)"
균형교양,13200031,1,공학경제,3-3-0-0,사회과학,"월9,화2,3(공1호관 421)"
균형교양,13200032,1,시장과경제,3-3-0-0,사회과학,"월A2,목A2(경영1호관 401)"
균형교양,13200032,2,시장과경제,3-3-0-0,사회과학,"수5,6,7(글로벌경영관 005)"
균형교양,13200033,1,올림픽과지속가능발전의이해,3-3-0-0,사회과학,"목10,11,12"
균형교양,13200035,1,글로벌라이제이션과문화변동,3-3-0-0,사회과학,"수6,7,8(60주년기념관 201)"
균형교양,13200036,1,문화인류학의이해,3-3-0-0,사회과학,"월A4,목A4(인1호관 103)"
균형교양,13200036,2,문화인류학의이해,3-3-0-0,사회과학,"화7,8,9(사회과학1호관 112)"
균형교양,13200038,1,지리와인간생활,3-3-0-0,사회과학,화10
균형교양,13200039,1,부동산과사회경제,3-3-0-0,사회과학,"수1,금5,6(사회과학1호관 112)"
균형교양,13200040,1,행정학의이해,3-3-0-0,사회과학,"수1,2,3(사회과학2호관 226)"
균형교양,13200041,1,공공갈등의이해,3-3-0-0,사회과학,"화6,7,8(사회과학1호관 217)"
균형교양,13200042,1,정부와시민사회,3-3-0-0,사회과학,"수4,5,6(사회과학2호관 226)"
균형교양,13200044,1,현대정치의이해,3-3-0-0,사회과학,"목A5,A6(사회과학1호관 112)"
균형교양,13200047,1,통일한국과국제사회,3-3-0-0,사회과학,"수7,8,9(60주년기념관 101)"
균형교양,13200048,1,전쟁과평화,3-3-0-0,사회과학,"화7,8,9(60주년기념관 101)"
균형교양,13200049,1,디지털미디어와방송,3-3-0-0,사회과학,"화7,8,9(60주년기념관 601)"
균형교양,13200050,1,미디어와사회,3-3-0-0,사회과학,"월A4,목A4(60주년기념관 401)"
균형교양,13200050,2,미디어와사회,3-3-0-0,사회과학,"화2,3,4(60주년기념관 601)"
균형교양,13200050,3,미디어와사회,3-3-0-0,사회과학,"금2,3,4(60주년기념관 601)"
균형교양,13200052,1,에듀테크의이해,3-3-0-0,사회과학,토7
균형교양,13200053,1,산업경영의이해,2-2-0-0,사회과학,토3
균형교양,13200054,1,알기쉬운기업살림살이,3-3-0-0,사회과학,토11
균형교양,13200055,1,심리학스타트,3-3-0-0,사회과학,토10
균형교양,13200056,1,생활속의회계,3-3-0-0,사회과학,월10
균형교양,13200058,1,생활자산운용과재테크,3-3-0-0,사회과학,"월A3,목A3(60주년기념관 101)"
균형교양,13200058,2,생활자산운용과재테크,3-3-0-0,사회과학,"월A4,목A4(60주년기념관 101)"
균형교양,13200059,1,내삶과친밀성의시나리오,3-3-0-0,사회과학,"월6,7,8(60주년기념관 311)"
균형교양,13200069,1,마이클샌델이다시쓰는정의란무엇인가,1-1-0-0,사회과학,토9
균형교양,13200069,2,마이클샌델이다시쓰는정의란무엇인가,1-1-0-0,사회과학,토9
균형교양,13200069,98,마이클샌델이다시쓰는정의란무엇인가,1-1-0-0,사회과학,토9
균형교양,13200070,1,사회적가치와개인의자유,3-3-0-0,사회과학,토10
균형교양,13200071,1,위험사회와미래직업,3-3-0-0,사회과학,토5
균형교양,13200072,1,자기조절,3-3-0-0,사회과학,토10
균형교양,13200074,1,인간과윤리,3-3-0-0,사회과학,수2
균형교양,13200074,2,인간과윤리,3-3-0-0,사회과학,"월A5,목A5(교육1호관 309)"
균형교양,13200074,98,인간과윤리,3-3-0-0,사회과학,수2
균형교양,13200075,1,인공지능시대의윤리,3-3-0-0,사회과학,화2
균형교양,13200075,98,인공지능시대의윤리,3-3-0-0,사회과학,화2
균형교양,13200076,1,기후변화와생태윤리,3-3-0-0,사회과학,금2
균형교양,13200077,1,여행과문화,3-3-0-0,사회과학,토1
균형교양,13200077,98,여행과문화,3-3-0-0,사회과학,토2
균형교양,13200078,1,창작과권리,3-3-0-0,사회과학,"월7,8,9(60주년기념관 601)"
균형교양,13200079,1,경제학원론,3-3-0-0,사회과학,"월A4,목A4(글로벌경영관 005)"
균형교양,13200079,2,경제학원론,3-3-0-0,사회과학,"월A5,목A5(글로벌경영관 101)"
균형교양,13200079,3,경제학원론,3-3-0-0,사회과학,"월A6,목A6(글로벌경영관 101)"
균형교양,13200079,4,경제학원론,3-3-0-0,사회과학,"금2,3,4(글로벌경영관 005)"
균형교양,13200081,1,범죄와형벌,3-3-0-0,사회과학,"목1,2,3(법학관 001)"
균형교양,13200082,1,글로벌시대의세계시민,3-3-0-0,사회과학,월10
균형교양,13200083,1,경영학원론,3-3-0-0,사회과학,목8
균형교양,13200083,2,경영학원론,3-3-0-0,사회과학,"월A2,목A2(글로벌경영관 106)"
균형교양,13200083,3,경영학원론,3-3-0-0,사회과학,"월A4,목A4(경영1호관 302)"
균형교양,13200083,98,경영학원론,3-3-0-0,사회과학,목8
균형교양,13200084,1,기업과경영,3-3-0-0,사회과학,"화6,7,8(글로벌경영관 106)"
균형교양,13200086,1,회계원리기초,3-3-0-0,사회과학,"수6,7,8(글로벌경영관 004)"
균형교양,13200086,2,회계원리기초,3-3-0-0,사회과학,"화6,7,수6(글로벌경영관 104)"
균형교양,13200086,3,회계원리기초,3-3-0-0,사회과학,"화8,9,수7(글로벌경영관 104)"
균형교양,13200086,4,회계원리기초,3-3-0-0,사회과학,"월A5,목A5(글로벌경영관 104)"
균형교양,13200089,1,글로벌문화와한국사회,3-3-0-0,사회과학,"월A2,목A2(인1호관 102)"
균형교양,13200091,1,사회과학의이해,3-3-0-0,사회과학,"화6,7,8(사회과학1호관 104)"
균형교양,13207040,1,정보분석과의사결정,3-3-0-0,사회과학,"월5,6,7(미래관 307)"
균형교양,13207087,1,인간관계와사랑,3-3-0-0,사회과학,"금2,3,4(60주년기념관 504)"
균형교양,13207088,1,실패의심리학,3-3-0-0,사회과학,"월A4,목A4(60주년기념관 601)"
균형교양,13207089,1,소통의이해,3-3-0-0,사회과학,"수6,7,8(사회과학1호관 222)"
균형교양,13300001,1,4차산업혁명과진로설계,3-3-0-0,자연과학,"화6,7,8(60주년기념관 311)"
균형교양,13300002,1,AI입문,3-3-0-0,자연과학,화7
균형교양,13300003,1,반도체센서로바라보는세상,3-3-0-0,자연과학,월8
균형교양,13300005,1,알아두면쓸모있는신기한물리사전,1-1-0-0,자연과학,화11
균형교양,13300006,1,인간과환경,3-3-0-0,자연과학,화10
균형교양,13300006,2,인간과환경,3-3-0-0,자연과학,월10
균형교양,13300006,3,인간과환경,3-3-0-0,자연과학,수10
균형교양,13300006,4,인간과환경,3-3-0-0,자연과학,목10
균형교양,13300006,98,인간과환경,3-3-0-0,자연과학,화10
균형교양,13300007,1,자연과학의이해,3-3-0-0,자연과학,"월A2,목A2(자1호관 004)"
균형교양,13300007,2,자연과학의이해,3-3-0-0,자연과학,"월A2,목A2(자2호관 118)"
균형교양,13300008,1,컴퓨터활용,3-3-0-0,자연과학,"화5,6,7(미래관 307)"
균형교양,13300009,1,통계로세상보기,3-3-0-0,자연과학,"월,A6,목A6(60주년기념관 501)"
균형교양,13300012,1,생활속의반도체,3-3-0-0,자연과학,화10
균형교양,13300013,1,컴퓨터처럼생각하기,3-3-0-0,자연과학,월10
균형교양,13300014,1,자연재해와인류의미래,3-3-0-0,자연과학,"월A1,목A1(60주년기념관 301)"
균형교양,13300014,2,자연재해와인류의미래,3-3-0-0,자연과학,"월A2,목A2(60주년기념관 301)"
균형교양,13300014,3,자연재해와인류의미래,3-3-0-0,자연과학,"화5,수5,6(자1호관 004)"
균형교양,13300014,4,자연재해와인류의미래,3-3-0-0,자연과학,"월A6,목A6(자1호관 004)"
균형교양,13300016,1,생명현상의이해,3-3-0-0,자연과학,"월A4,목A4(자1호관 004)"
균형교양,13300016,2,생명현상의이해,3-3-0-0,자연과학,"월A5,목A5(자1호관 004)"
균형교양,13300017,1,자료와정보,3-3-0-0,자연과학,"월A5,목A5(60주년기념관 501)"
균형교양,13300019,1,과학기술과수학,3-3-0-0,자연과학,"월A3,목A3(60주년기념관 502)"
균형교양,13300020,1,수리적추론,3-3-0-0,자연과학,"월A2,목A2(60주년기념관 201)"
균형교양,13300021,1,수학적사고법,3-3-0-0,자연과학,"월A6,목A6(60주년기념관 101)"
균형교양,13300022,1,코딩의논리,3-3-0-0,자연과학,"월7,8,9(미래관 303)"
균형교양,13300023,1,수학과문명,3-3-0-0,자연과학,"월A4,목A4(60주년기념관 602)"
균형교양,13300026,1,과학기술과미래상상력,3-3-0-0,자연과학,"수1,2,3(60주년기념관 311)"
균형교양,13300027,1,지역문제해결을위한미래소셜벤처,3-3-0-0,자연과학,"수1,2,3(60주년기념관 501)"
균형교양,13300028,1,뇌과학을통해본인간그리고사회,3-3-0-0,자연과학,"화1,2,3(60주년기념관 311)"
균형교양,13300029,1,사회문제해결을위한미래소셜벤처,3-3-0-0,자연과학,"목7,8,금10(60주년기념관 311)"
균형교양,13300037,1,우주로의여행,3-3-0-0,자연과학,토11
균형교양,13300042,1,스마트폰앱의논리적이해(강원혁신플랫폼),3-3-0-0,자연과학,토6
균형교양,13300043,1,경제경영수학,3-3-0-0,자연과학,"월A2,목A2(글로벌경영관 101)"
균형교양,13300043,2,경제경영수학,3-3-0-0,자연과학,"월A4,목A4(글로벌경영관 101)"
균형교양,13300050,1,원예와생활,3-3-0-0,자연과학,"월A1,목A1(농2호관 408)"
균형교양,13300054,1,농업생명과학의이해,2-2-0-0,자연과학,"수7,8(농1호관 109)"
균형교양,13300055,1,생활속의미생물,3-3-0-0,자연과학,"화6,7,8(의생명B호관 501)"
균형교양,13300056,1,한국의자연과문화,3-3-0-0,자연과학,"목A1,A2(산1호관 104)"
균형교양,13300057,1,푸른행성지구와우리,3-3-0-0,자연과학,"월A5,목A5(60주년기념관 101)"
균형교양,13300057,2,푸른행성지구와우리,3-3-0-0,자연과학,"월A4,목A4(자2호관 424)"
균형교양,13300058,1,생활속농업생명이야기,3-3-0-0,자연과학,"금1,2,3(자5호관 303)"
균형교양,13300060,1,모두의인공지능,3-3-0-0,자연과학,토5
균형교양,13300062,1,정원문화여행,3-3-0-0,자연과학,"화2,3,4(산1호관 104)"
균형교양,13307009,1,디지털스토리텔링프레젠테이션,3-3-0-0,자연과학,목10
균형교양,13307026,1,일반인을위한응급및재난대응,3-3-0-0,자연과학,목10
균형교양,13400001,1,AI를통한음악만들기,2-2-0-0,예술·건강,토4
균형교양,13400002,1,디자인과생활,3-3-0-0,예술·건강,"금2,3,4(영상바이오관 100)"
균형교양,13400003,1,서양미술의이해,3-3-0-0,예술·건강,"목2,3,4(영상바이오관 100)"
균형교양,13400004,1,한국미술의이해,3-3-0-0,예술·건강,"금5,6,7(예술2호관 114)"
균형교양,13400006,1,건강100세를위한운동과웰니스,3-3-0-0,예술·건강,"월A4,목A4(교육1호관 309)"
균형교양,13400008,1,지속가능한삶을위한식생활교육,3-3-0-0,예술·건강,"목A2,A3(교육1호관 309)"
균형교양,13400009,1,정신건강,3-3-0-0,예술·건강,"수2,3,4(60주년기념관 110)"
균형교양,13400009,2,정신건강,3-3-0-0,예술·건강,"목1,2,3(60주년기념관 101)"
균형교양,13400011,1,인간생명과질병,2-2-0-0,예술·건강,"월6,7(의학2호관 217)"
균형교양,13400012,1,힐링커뮤니티댄스,3-3-0-0,예술·건강,"수3,4,5(예술2호관 114)"
균형교양,13400013,1,무용의이해,3-3-0-0,예술·건강,"화4,5,6(영상바이오관 100)"
균형교양,13400014,1,문화예술교육개론,3-3-0-0,예술·건강,"화6,7,8(예술2호관 114)"
균형교양,13400016,1,한국노래와힐링,3-3-0-0,예술·건강,"화12,13,토12"
균형교양,13400017,1,음식의과학,3-3-0-0,예술·건강,"수5,6,7(동물생명2호관 325)"
균형교양,13400018,1,스포츠와건강,2-1-2-0,예술·건강,"화2,3,4(백령스포츠센터 B003)"
균형교양,13400018,2,스포츠와건강,2-1-2-0,예술·건강,"수2,3,4(백령스포츠센터 B003)"
균형교양,13400018,3,스포츠와건강,2-1-2-0,예술·건강,"금7,8,9(백령스포츠센터 202)"
균형교양,13400018,4,스포츠와건강,2-1-2-0,예술·건강,"수6,7,8(백령스포츠센터 202)"
균형교양,13400018,5,스포츠와건강,2-1-2-0,예술·건강,"금1,2,3(백령스포츠센터 B007)"
균형교양,13400018,6,스포츠와건강,2-1-2-0,예술·건강,"금4,5,6(백령스포츠센터 B007)"
균형교양,13400018,7,스포츠와건강,2-1-2-0,예술·건강,"화4,5,6(백령스포츠센터 B007)"
균형교양,13400018,8,스포츠와건강,2-1-2-0,예술·건강,"화7,8,9(백령스포츠센터 B007)"
균형교양,13400018,9,스포츠와건강,2-1-2-0,예술·건강,"수2,3,4(백령스포츠센터 103)"
균형교양,13400018,10,스포츠와건강,2-1-2-0,예술·건강,"수5,6,7(백령스포츠센터 103)"
균형교양,13400019,1,스포츠와레저,2-1-2-0,예술·건강,"토1,2,3(실습.훈련장 집중수업)"
균형교양,13400019,2,스포츠와레저,2-1-2-0,예술·건강,"토4,5,6(실습.훈련장 집중수업)"
균형교양,13400019,3,스포츠와레저,2-1-2-0,예술·건강,"토1,2,3(실습.훈련장 집중수업)"
균형교양,13400019,4,스포츠와레저,2-1-2-0,예술·건강,"토1,2,3(실습.훈련장 집중수업)"
균형교양,13400019,5,스포츠와레저,2-1-2-0,예술·건강,"토1,2,3(실습.훈련장 집중수업)"
균형교양,13400019,6,스포츠와레저,2-1-2-0,예술·건강,"토1,2,3(실습.훈련장 집중수업)"
균형교양,13400020,1,스포츠와생활,2-1-2-0,예술·건강,"화1,2,3(실습.훈련장 골프연습장)"
균형교양,13400020,2,스포츠와생활,2-1-2-0,예술·건강,"수2,3,4(실습.훈련장 대운동장)"
균형교양,13400020,3,스포츠와생활,2-1-2-0,예술·건강,"화2,3,4(실습.훈련장 체육관(구실내체육관))"
균형교양,13400020,4,스포츠와생활,2-1-2-0,예술·건강,"수2,3,4(실습.훈련장 체육관(구실내체육관))"
균형교양,13400020,5,스포츠와생활,2-1-2-0,예술·건강,"금2,3,4(실습.훈련장 체육관(구실내체육관))"
균형교양,13400020,6,스포츠와생활,2-1-2-0,예술·건강,"화7,8,9(실습.훈련장 교외볼링장(세경))"
균형교양,13400020,7,스포츠와생활,2-1-2-0,예술·건강,"수6,7,8(실습.훈련장 교외볼링장(세경))"
균형교양,13400020,8,스포츠와생활,2-1-2-0,예술·건강,"화7,8,9(백령스포츠센터 B001)"
균형교양,13400020,9,스포츠와생활,2-1-2-0,예술·건강,"수6,7,8(백령스포츠센터 B001)"
균형교양,13400020,10,스포츠와생활,2-1-2-0,예술·건강,"화2,3,4(실습.훈련장 선수테니스장)"
균형교양,13400020,11,스포츠와생활,2-1-2-0,예술·건강,"수2,3,4(실습.훈련장 선수테니스장)"
균형교양,13400021,1,웰빙건강휴양학,3-3-0-0,예술·건강,"월A6,목A6(백령스포츠센터 102)"
균형교양,13400022,1,미디어로읽는유럽신화와예술,3-3-0-0,예술·건강,"목A3,A4(인1호관 104)"
균형교양,13400022,2,미디어로읽는유럽신화와예술,3-3-0-0,예술·건강,"금2,3,4(인1호관 407)"
균형교양,13400023,1,불교예술의이해,3-3-0-0,예술·건강,수10
균형교양,13400023,98,불교예술의이해,3-3-0-0,예술·건강,수10
균형교양,13400024,1,미술과애니메이션,3-3-0-0,예술·건강,"수2,3,4(영상바이오관 100)"
균형교양,13400025,1,영상의이해,3-3-0-0,예술·건강,"목6,7,8(영상바이오관 200)"
균형교양,13400025,2,영상의이해,3-3-0-0,예술·건강,"화6,7,8(영상바이오관 200)"
균형교양,13400026,1,영화로보는예술사,3-3-0-0,예술·건강,"수6,7,8(영상바이오관 100)"
균형교양,13400027,1,디자인미학,3-3-0-0,예술·건강,"목2,3,4(예술2호관 114)"
균형교양,13400028,1,서양음악의이해,3-3-0-0,예술·건강,"수5,6,7(서암관 서암관)"
균형교양,13400029,1,합창의이해,3-3-0-0,예술·건강,"금5,6,7(예술1호관 117)"
균형교양,13400043,1,예술과기술,3-3-0-0,예술·건강,화10
균형교양,13400046,1,예술감성과미학,3-3-0-0,예술·건강,토7
균형교양,13400047,1,K-무용예술무브먼트,3-3-0-0,예술·건강,"수3,4,5(예술2호관 312)"
균형교양,13400054,1,인류역사속의건강문화와미래,3-3-0-0,예술·건강,"토5,6,7(자5호관 305)"
균형교양,13400057,1,공감과창의성의연극,3-3-0-0,예술·건강,"월A3,목A3(인1호관 407)"
균형교양,13400058,1,생활습관병예방과생활운동,3-3-0-0,예술·건강,"월A4,목A4(교육1호관 307)"
글로컬교양,14113110,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(의학2호관 217)
글로컬교양,14113210,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(글로벌경영관 001)
글로컬교양,14113210,2,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(경영1호관 301)
글로컬교양,14113220,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(글로벌경영관 101)
글로컬교양,14113220,2,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(경영1호관 303)
글로컬교양,14113230,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(글로벌경영관 105)
글로컬교양,14113240,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(글로벌경영관 102)
글로컬교양,14113250,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(글로벌경영관 104)
글로컬교양,14113310,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(농2호관 405)
글로컬교양,14113320,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(자2호관 317)
글로컬교양,14113320,2,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(농3호관 314)
글로컬교양,14113330,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,금11(자5호관 303)
글로컬교양,14113340,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(농1호관 214)
글로컬교양,14113350,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(농3호관 413)
글로컬교양,14113360,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(영상바이오관 103)
글로컬교양,14113370,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(농2호관 301)
글로컬교양,14113380,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(농1호관 324)
글로컬교양,14113390,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(농1호관 109)
글로컬교양,14113410,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(동물생명1호관 421)
글로컬교양,14113420,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(동물생명2호관 106)
글로컬교양,14113430,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(동물생명1호관 103)
글로컬교양,14113440,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(동물생명1호관 114)
글로컬교양,14113510,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(공3호관 508)
글로컬교양,14113520,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(공3호관 306)
글로컬교양,14113530,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(공1호관 209)
글로컬교양,14113530,2,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(공6호관 310)
글로컬교양,14113540,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(공2호관 310)
글로컬교양,14113550,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(공1호관 421)
글로컬교양,14113560,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(공5호관 311)
글로컬교양,14113570,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(공3호관 404)
글로컬교양,14113580,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(공2호관 303)
글로컬교양,14113580,2,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(공3호관 214)
글로컬교양,14113590,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(공5호관 108)
글로컬교양,14113610,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(예술2호관 408)
글로컬교양,14113620,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수2(예술2호관 114)
글로컬교양,14113630,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수10(예술2호관 210)
글로컬교양,14113640,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(백령스포츠센터 102)
글로컬교양,14113650,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(영상바이오관 200)
글로컬교양,14113660,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,금3(예술1호관 201)
글로컬교양,14113670,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(공2호관 208)
글로컬교양,14113710,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(교육3호관 201)
글로컬교양,14113720,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(교육1호관 203)
글로컬교양,14113730,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수9(교육4호관 203)
글로컬교양,14113740,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(교육1호관 206)
글로컬교양,14113750,1,진로탐색과꿈-설계,1-1-0-0,진로탐색및설계,수8(교육1호관 205)
